,subj,trialtime,trial,seq,seq_item,active_item,prev_active,next_active,firstappear,time_till_target,location1X,location1Y,location2X,location2Y,location3X,location3Y,item1id,item2id,item3id,date,event_time,looks_blank_ms,looks_offscreen_ms,looks_target_ms,looks1_ms,looks2_ms,looks3_ms,filename
43,104,19.628,2,18,14,2,2,2,0,506.4,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.1,14.0,0.0,986.0,0.0,986.0,506.0,B120829.1.ML.csv
44,104,21.134,2,18,15,2,2,2,0,0.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.0,427.0,120.0,946.0,0.0,946.0,13.0,B120829.1.ML.csv
45,104,22.64,2,18,16,2,2,3,0,213.48,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.3,227.0,0.0,1279.0,0.0,1279.0,0.0,B120829.1.ML.csv
46,104,24.146,2,18,17,3,2,2,0,280.34,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.5,41.0,93.0,1212.0,0.0,160.0,1212.0,B120829.1.ML.csv
47,104,25.652,2,18,18,2,3,1,0,813.12,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.0,27.0,0.0,493.0,0.0,493.0,986.0,B120829.1.ML.csv
48,104,27.158,2,18,19,1,2,2,0,213.38,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.0,39.0,27.0,1080.0,1080.0,0.0,361.0,B120829.1.ML.csv
49,104,28.664,2,18,20,2,1,2,0,-1.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.1,947.0,266.0,0.0,280.0,0.0,13.0,B120829.1.ML.csv
50,104,30.17,2,18,21,2,2,2,0,293.09,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.2,399.0,133.0,867.0,26.0,867.0,81.0,B120829.1.ML.csv
51,104,31.676,2,18,22,2,2,3,0,0.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.1,0.0,0.0,1506.0,0.0,1506.0,0.0,B120829.1.ML.csv
52,104,33.181999999999995,2,18,23,3,2,2,0,159.95,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.2,13.0,0.0,1333.0,0.0,160.0,1333.0,B120829.1.ML.csv
53,104,34.689,2,18,24,2,3,3,0,-1.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.1,54.0,120.0,0.0,13.0,0.0,1319.0,B120829.1.ML.csv
54,104,36.195,2,18,25,3,2,1,0,80.01100000000002,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.2,13.0,0.0,1413.0,80.0,0.0,1413.0,B120829.1.ML.csv
55,104,37.701,2,18,26,1,3,2,0,173.37,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.1,66.0,0.0,1133.0,1133.0,0.0,307.0,B120829.1.ML.csv
56,104,39.207,2,18,27,2,1,3,0,-1.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.1,866.0,200.0,0.0,373.0,0.0,67.0,B120829.1.ML.csv
57,104,40.713,2,18,28,3,2,3,0,159.83,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.0,160.0,14.0,1332.0,0.0,0.0,1332.0,B120829.1.ML.csv
58,104,42.219,2,18,29,3,3,2,0,0.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.2,0.0,0.0,1506.0,0.0,0.0,1506.0,B120829.1.ML.csv
59,104,43.725,2,18,30,2,3,-1,0,-1.0,875.35,599.91,106.21,625.41,417.81,538.65,45,17,24,120830.0,1480.1,40.0,120.0,0.0,0.0,0.0,1347.0,B120829.1.ML.csv
60,104,0.010606,5,31,1,1,-1,2,1,159.94,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1479.7,186.41000000000008,0.0,1106.13,1106.13,159.83000000000004,26.729999999999905,B120829.4.ML.csv
61,104,1.5166,5,31,2,2,1,3,1,253.12,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.1,226.59999999999994,0.0,1026.2000000000003,253.5,1026.2000000000003,0.0,B120829.4.ML.csv
62,104,3.0227,5,31,3,3,2,1,1,173.31,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.3,13.300000000000182,0.0,1319.5,0.0,173.29999999999973,1319.5,B120829.4.ML.csv
63,104,4.5288,5,31,4,1,3,2,0,199.98,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.0,0.0,0.0,1066.300000000001,1066.300000000001,0.0,439.79999999999933,B120829.4.ML.csv
64,104,6.035,5,31,5,2,1,3,0,733.06,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.1,0.0,0.0,799.6000000000003,706.3999999999997,799.6000000000003,0.0,B120829.4.ML.csv
65,104,7.541,5,31,6,3,2,1,0,186.65,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.3,13.300000000000182,0.0,1306.199999999999,0.0,186.69999999999985,1306.199999999999,B120829.4.ML.csv
66,104,9.0472,5,31,7,1,3,2,0,159.97,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1479.9,320.0,0.0,1013.0,1013.0,0.0,173.20000000000073,B120829.4.ML.csv
67,104,10.553,5,31,8,2,1,3,0,519.88,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.2,520.0,0.0,973.0,0.0,973.0,13.0,B120829.4.ML.csv
68,104,12.059,5,31,9,3,2,1,0,226.8,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.2,387.0,80.0,813.0,0.0,226.0,813.0,B120829.4.ML.csv
69,104,13.565,5,31,10,1,3,2,0,66.693,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.0,40.0,40.0,1199.0,1199.0,0.0,227.0,B120829.4.ML.csv
70,104,15.071,5,31,11,2,1,3,0,466.54,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1479.9,13.0,0.0,1026.0,467.0,1026.0,0.0,B120829.4.ML.csv
71,104,16.578,5,31,12,3,2,1,0,213.14,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.2,0.0,0.0,1279.0,0.0,227.0,1279.0,B120829.4.ML.csv
72,104,18.084,5,31,13,1,3,2,0,253.25,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1479.9,200.0,0.0,1026.0,1026.0,0.0,280.0,B120829.4.ML.csv
73,104,19.59,5,31,14,2,1,3,0,413.24,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.1,1040.0,0.0,440.0,13.0,440.0,13.0,B120829.4.ML.csv
74,104,21.096,5,31,15,3,2,1,0,213.27,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.3,480.0,27.0,840.0,0.0,160.0,840.0,B120829.4.ML.csv
75,104,22.602,5,31,16,1,3,2,0,239.98,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.0,387.0,226.0,893.0,893.0,0.0,0.0,B120829.4.ML.csv
76,104,24.108,5,31,17,2,1,3,0,186.58,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.0,0.0,0.0,1306.0,186.0,1306.0,14.0,B120829.4.ML.csv
77,104,25.614,5,31,18,3,2,1,0,226.44,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.1,28.0,0.0,1106.0,0.0,372.0,1106.0,B120829.4.ML.csv
78,104,27.12,5,31,19,1,3,2,0,160.12,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.2,467.0,0.0,866.0,866.0,0.0,173.0,B120829.4.ML.csv
79,104,28.626,5,31,20,2,1,3,0,253.47,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.1,494.0,0.0,999.0,0.0,999.0,13.0,B120829.4.ML.csv
80,104,30.132,5,31,21,3,2,1,0,159.98,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.2,212.0,67.0,1054.0,13.0,160.0,1054.0,B120829.4.ML.csv
81,104,31.638,5,31,22,1,3,2,0,146.69,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.0,412.0,94.0,840.0,840.0,0.0,160.0,B120829.4.ML.csv
82,104,33.145,5,31,23,2,1,3,0,626.5,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.2,640.0,266.0,600.0,0.0,600.0,0.0,B120829.4.ML.csv
83,104,34.651,5,31,24,3,2,1,0,213.25,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.2,13.0,0.0,720.0,559.0,214.0,720.0,B120829.4.ML.csv
84,104,36.157,5,31,25,1,3,2,0,0.0,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.0,346.0,0.0,1160.0,1160.0,0.0,0.0,B120829.4.ML.csv
85,104,37.663,5,31,26,2,1,3,0,453.18,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.1,627.0,0.0,853.0,14.0,853.0,13.0,B120829.4.ML.csv
86,104,39.169,5,31,27,3,2,1,0,226.73,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.5,174.0,0.0,959.0,0.0,373.0,959.0,B120829.4.ML.csv
87,104,40.675,5,31,28,1,3,2,0,240.01,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.0,27.0,0.0,1053.0,1053.0,0.0,426.0,B120829.4.ML.csv
88,104,42.181,5,31,29,2,1,3,0,506.53,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.2,200.0,0.0,800.0,80.0,800.0,426.0,B120829.4.ML.csv
89,104,43.687,5,31,30,3,2,-1,0,239.99,529.93,650.65,143.82,663.01,366.47,555.31,47,23,12,120830.0,1480.0,26.0,0.0,1120.0,0.0,360.0,1120.0,B120829.4.ML.csv
90,104,0.011241,4,10,1,2,-1,1,1,239.78,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.0,332.88999999999993,106.39,826.62,0.0,826.62,213.40000000000006,B120829.3.ML.csv
91,104,1.5172,4,10,2,1,2,1,1,266.62,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1479.7,186.6000000000001,0.0,1052.7999999999997,1052.7999999999997,266.4000000000001,0.0,B120829.3.ML.csv
92,104,3.0233,4,10,3,1,1,3,0,0.0,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.0,13.300000000000182,0.0,1013.1,1013.1,479.8000000000001,0.0,B120829.3.ML.csv
93,104,4.5293,4,10,4,3,1,2,1,319.98,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.3,26.80000000000109,133.30000000000018,519.7999999999993,0.0,826.2999999999993,519.7999999999993,B120829.3.ML.csv
94,104,6.0355,4,10,5,2,3,3,0,479.9,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.2,413.0,279.8000000000002,813.3000000000003,0.0,813.3000000000003,0.0,B120829.3.ML.csv
95,104,7.5416,4,10,6,3,2,3,0,639.81,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.3,39.89999999999964,0.0,293.1999999999998,53.20000000000073,1119.6999999999996,293.1999999999998,B120829.3.ML.csv
96,104,9.0477,4,10,7,3,3,2,0,639.79,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.2,198.80000000000112,0.0,680.3999999999996,253.29999999999927,373.8999999999997,680.3999999999996,B120829.3.ML.csv
97,104,10.554,4,10,8,2,3,1,0,159.84,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.1,173.0,0.0,1333.0,0.0,1333.0,0.0,B120829.3.ML.csv
98,104,12.06,4,10,9,1,2,3,0,240.31,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.2,13.0,0.0,787.0,787.0,706.0,0.0,B120829.3.ML.csv
99,104,13.566,4,10,10,3,1,2,0,533.22,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.3,67.0,266.0,653.0,520.0,0.0,653.0,B120829.3.ML.csv
100,104,15.072,4,10,11,2,3,3,0,199.99,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1479.9,26.0,0.0,1293.0,0.0,1293.0,187.0,B120829.3.ML.csv
101,104,16.578,4,10,12,3,2,3,0,466.6,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.3,773.0,0.0,440.0,0.0,293.0,440.0,B120829.3.ML.csv
102,104,18.084,4,10,13,3,3,1,0,373.23,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.2,347.0,0.0,813.0,0.0,346.0,813.0,B120829.3.ML.csv
103,104,19.59,4,10,14,1,3,1,0,386.53,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.0,386.0,0.0,920.0,920.0,186.0,14.0,B120829.3.ML.csv
104,104,21.096,4,10,15,1,1,1,0,0.0,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.0,53.0,0.0,1293.0,1293.0,160.0,0.0,B120829.3.ML.csv
105,104,22.602,4,10,16,1,1,1,0,0.0,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.1,0.0,0.0,1507.0,1507.0,0.0,0.0,B120829.3.ML.csv
106,104,24.109,4,10,17,1,1,3,0,0.0,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.0,14.0,80.0,1012.0,1012.0,400.0,0.0,B120829.3.ML.csv
107,104,25.615,4,10,18,3,1,1,0,533.22,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.3,440.0,0.0,533.0,0.0,533.0,533.0,B120829.3.ML.csv
108,104,27.121,4,10,19,1,3,3,0,213.53,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.2,639.0,40.0,573.0,573.0,240.0,14.0,B120829.3.ML.csv
109,104,28.627,4,10,20,3,1,1,0,226.66,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.3,27.0,0.0,1266.0,0.0,213.0,1266.0,B120829.3.ML.csv
110,104,30.133000000000006,4,10,21,1,3,1,0,239.97,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1479.9,39.0,0.0,133.0,133.0,27.0,1307.0,B120829.3.ML.csv
111,104,31.639,4,10,22,1,1,3,0,80.041,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.0,186.0,0.0,1227.0,1227.0,26.0,67.0,B120829.3.ML.csv
112,104,33.145,4,10,23,3,1,3,0,213.36,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.3,14.0,0.0,1279.0,200.0,13.0,1279.0,B120829.3.ML.csv
113,104,34.651,4,10,24,3,3,3,0,0.0,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.3,212.0,0.0,1174.0,0.0,120.0,1174.0,B120829.3.ML.csv
114,104,36.157,4,10,25,3,3,1,0,213.22,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.2,360.0,0.0,1146.0,0.0,0.0,1146.0,B120829.3.ML.csv
115,104,37.663,4,10,26,1,3,3,0,279.96,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.0,146.0,0.0,147.0,147.0,359.0,854.0,B120829.3.ML.csv
116,104,39.169,4,10,27,3,1,3,0,266.73,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.3,280.0,0.0,973.0,0.0,254.0,973.0,B120829.3.ML.csv
117,104,40.676,4,10,28,3,3,1,0,200.09,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.2,559.0,93.0,854.0,0.0,0.0,854.0,B120829.3.ML.csv
118,104,42.182,4,10,29,1,3,3,0,533.11,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.1,40.0,94.0,853.0,853.0,0.0,519.0,B120829.3.ML.csv
119,104,43.688,4,10,30,3,1,-1,0,439.66,222.88,245.45,440.47,463.84,907.16,682.18,36,23,15,120830.0,1480.3,146.0,94.0,1053.0,213.0,0.0,1053.0,B120829.3.ML.csv
120,104,0.010358,3,11,1,1,-1,1,1,159.85,802.36,521.59,529.59,632.01,160.39,651.81,17,36,23,120830.0,1480.1,573.09,0.0,893.1199999999999,893.1199999999999,13.289999999999964,0.0,B120829.2.ML.csv
121,104,1.5165,3,11,2,1,1,3,0,0.0,802.36,521.59,529.59,632.01,160.39,651.81,17,36,23,120830.0,1479.9,13.299999999999955,0.0,1346.0,1346.0,146.70000000000005,0.0,B120829.2.ML.csv
122,104,3.0226,3,11,3,3,1,2,1,226.66,802.36,521.59,529.59,632.01,160.39,651.81,17,36,23,120830.0,1480.0,13.5,0.0,1265.8999999999996,213.30000000000015,13.199999999999818,1265.8999999999996,B120829.2.ML.csv
123,104,4.5287,3,11,4,2,3,1,1,226.61,802.36,521.59,529.59,632.01,160.39,651.81,17,36,23,120830.0,1480.1,13.199999999999818,0.0,1266.3000000000004,0.0,1266.3000000000004,226.80000000000015,B120829.2.ML.csv
124,104,6.0348,3,11,5,1,2,2,0,240.01,802.36,521.59,529.59,632.01,160.39,651.81,17,36,23,120830.0,1479.9,26.600000000000364,0.0,426.3999999999997,426.3999999999997,1053.0,0.0,B120829.2.ML.csv
125,104,7.5409,3,11,6,2,1,2,0,226.68,802.36,521.59,529.59,632.01,160.39,651.81,17,36,23,120830.0,1480.1,0.0,0.0,1266.3000000000004,240.0,1266.3000000000004,0.0,B120829.2.ML.csv
126,104,9.047,3,11,7,2,2,3,0,0.0,802.36,521.59,529.59,632.01,160.39,651.81,17,36,23,120830.0,1480.2,26.600000000000364,0.0,1319.5,0.0,1319.5,159.8999999999996,B120829.2.ML.csv
127,104,10.553,3,11,8,3,2,3,0,200.07,802.36,521.59,529.59,632.01,160.39,651.81,17,36,23,120830.0,1480.3,13.0,0.0,1293.0,0.0,200.0,1293.0,B120829.2.ML.csv
